"","LSOA21CD","MSOA21CD"
"26168","E01002094","E02000402"
"26169","E01002093","E02000401"
"26170","E01002091","E02000402"
"26171","E01002097","E02000401"
"26172","E01002100","E02000404"
"26173","E01002104","E02000404"
"26174","E01002041","E02006794"
"26175","E01032575","E02006794"
"26176","E01002092","E02000402"
"26177","E01002077","E02000408"
"26178","E01002081","E02000408"
"26179","E01033943","E02000411"
"26180","E01002076","E02000411"
"26181","E01002079","E02000408"
"26182","E01002078","E02000411"
"26183","E01033944","E02000411"
"26184","E01001553","E02006793"
"26185","E01001558","E02000309"
"26186","E01001560","E02000311"
"26187","E01032574","E02006793"
"26188","E01001465","E02000307"
"26189","E01001562","E02006793"
"26190","E01001463","E02000307"
"26191","E01001467","E02000307"
"26192","E01001458","E02006793"
"26193","E01001466","E02000307"
"26194","E01001425","E02000303"
"26195","E01001554","E02006793"
"26196","E01001555","E02000309"
"26197","E01001557","E02000309"
"26198","E01001432","E02000309"
"26199","E01001427","E02000306"
"26200","E01001430","E02000306"
"26201","E01001431","E02000309"
"26202","E01001426","E02000306"
"26203","E01002758","E02000554"
"26204","E01002756","E02000554"
"26205","E01002755","E02000554"
"26206","E01002759","E02000555"
"26207","E01002757","E02000555"
"26208","E01002760","E02000555"
"26209","E01002772","E02000555"
"26210","E01002753","E02000555"
"26211","E01002804","E02000554"
"26212","E01002770","E02000557"
"26213","E01002774","E02000557"
"26214","E01002810","E02000556"
"26215","E01002754","E02000555"
"26216","E01002809","E02000556"
"26217","E01002785","E02000561"
"26218","E01002811","E02000554"
"26219","E01002808","E02000556"
"26220","E01002805","E02000556"
"26221","E01002788","E02000561"
"26222","E01000921","E02000168"
"26223","E01000924","E02000174"
"26224","E01002784","E02000563"
"26225","E01002771","E02000557"
"26226","E01002789","E02000561"
"26227","E01002773","E02000557"
"26228","E01000907","E02000166"
"26229","E01000908","E02000166"
"26230","E01002768","E02000557"
"26231","E01000913","E02000166"
"26232","E01035709","E02000187"
"26233","E01000208","E02000056"
"26234","E01001994","E02000426"
"26235","E01000180","E02000052"
"26236","E01000206","E02000056"
"26237","E01000183","E02000056"
"26238","E01000210","E02000056"
"26239","E01000207","E02000056"
"26240","E01000213","E02000056"
"26241","E01000176","E02000050"
"26242","E01000177","E02000052"
"26243","E01000182","E02000052"
"26244","E01000179","E02000052"
"26245","E01000181","E02000052"
"26246","E01000178","E02000050"
"26247","E01000185","E02000052"
"26248","E01001992","E02000413"
"26249","E01000274","E02000034"
"26250","E01000281","E02000031"
"26251","E01000266","E02000034"
"26252","E01000265","E02000034"
"26253","E01000282","E02000031"
"26254","E01000273","E02000031"
"26255","E01000279","E02000030"
"26256","E01000280","E02000030"
"26257","E01001567","E02000298"
"26258","E01001454","E02000293"
"26259","E01001569","E02000298"
"26260","E01001523","E02000295"
"26261","E01001402","E02000297"
"26262","E01001452","E02000293"
"26263","E01001456","E02000298"
"26264","E01001403","E02000297"
"26265","E01001965","E02000405"
"26266","E01001972","E02000400"
"26267","E01001964","E02000405"
"26268","E01001969","E02000397"
"26269","E01001971","E02000397"
"26270","E01002098","E02000403"
"26271","E01002029","E02000412"
"26272","E01002105","E02000403"
"26273","E01002102","E02000403"
"26274","E01001423","E02000303"
"26275","E01002101","E02000403"
"26276","E01002103","E02000404"
"26277","E01002099","E02000404"
"26278","E01002028","E02000406"
"26279","E01002032","E02000406"
"26280","E01002033","E02000406"
"26281","E01002083","E02000415"
"26282","E01002031","E02000412"
"26283","E01002026","E02000412"
"26284","E01002027","E02000406"
"26285","E01002030","E02000412"
"26286","E01000296","E02000046"
"26287","E01000303","E02000043"
"26288","E01000304","E02000043"
"26289","E01000204","E02000048"
"26290","E01000196","E02000051"
"26291","E01000199","E02000048"
"26292","E01000200","E02000051"
"26293","E01000298","E02000046"
"26294","E01000257","E02000040"
"26295","E01000297","E02000050"
"26296","E01000295","E02000046"
"26297","E01000197","E02000046"
"26298","E01000203","E02000051"
"26299","E01000202","E02000051"
"26300","E01000201","E02000051"
"26301","E01000198","E02000048"
"26302","E01000211","E02000058"
"26303","E01002001","E02000427"
"26304","E01002002","E02000427"
"26305","E01002000","E02000427"
"26306","E01001813","E02000346"
"26307","E01035638","E02000346"
"26308","E01002061","E02000432"
"26309","E01001718","E02000351"
"26310","E01002748","E02000559"
"26311","E01001720","E02000351"
"26312","E01001716","E02000351"
"26313","E01035639","E02000346"
"26314","E01002735","E02000556"
"26315","E01001715","E02000351"
"26316","E01002747","E02000559"
"26317","E01001714","E02000346"
"26318","E01001719","E02000351"
"26319","E01002734","E02000558"
"26320","E01001717","E02000351"
"26321","E01002749","E02000559"
"26322","E01033494","E02000559"
"26323","E01002064","E02000432"
"26324","E01002065","E02000432"
"26325","E01002806","E02000556"
"26326","E01002062","E02000430"
"26327","E01002737","E02000558"
"26328","E01002736","E02000558"
"26329","E01002732","E02000558"
"26330","E01002063","E02000432"
"26331","E01002060","E02000424"
"26332","E01002059","E02000424"
"26333","E01001986","E02000430"
"26334","E01002745","E02000566"
"26335","E01002752","E02000562"
"26336","E01035653","E02000564"
"26337","E01002738","E02000562"
"26338","E01002739","E02000566"
"26339","E01033493","E02000559"
"26340","E01035654","E02000564"
"26341","E01033491","E02000564"
"26342","E01002744","E02000562"
"26343","E01002781","E02000565"
"26344","E01002742","E02000559"
"26345","E01002008","E02000426"
"26346","E01002010","E02000426"
"26347","E01002007","E02000431"
"26348","E01002009","E02000431"
"26349","E01001987","E02000429"
"26350","E01002005","E02000431"
"26351","E01002006","E02000431"
"26352","E01001984","E02000429"
"26353","E01001985","E02000429"
"26354","E01001989","E02000429"
"26355","E01000909","E02000166"
"26356","E01000912","E02000166"
"26357","E01002762","E02000564"
"26358","E01002764","E02000563"
"26359","E01002786","E02000563"
"26360","E01002766","E02000568"
"26361","E01000926","E02000174"
"26362","E01002783","E02000563"
"26363","E01002787","E02000563"
"26364","E01002763","E02000560"
"26365","E01035652","E02000560"
"26366","E01002730","E02000560"
"26367","E01035651","E02000560"
"26368","E01002733","E02000560"
"26369","E01002751","E02000558"
"26370","E01002767","E02000564"
"26371","E01033488","E02000564"
"26372","E01002713","E02000568"
"26373","E01002796","E02000566"
"26374","E01002765","E02000568"
"26375","E01033486","E02000564"
"26376","E01033487","E02000564"
"26377","E01000868","E02000180"
"26378","E01000869","E02000180"
"26379","E01035707","E02000180"
"26380","E01002004","E02000419"
"26381","E01001998","E02000419"
"26382","E01033946","E02000416"
"26383","E01002014","E02000416"
"26384","E01000550","E02000126"
"26385","E01033086","E02000416"
"26386","E01002018","E02000416"
"26387","E01033945","E02000416"
"26388","E01002017","E02000424"
"26389","E01002016","E02000424"
"26390","E01002021","E02000418"
"26391","E01002013","E02000418"
"26392","E01002015","E02000416"
"26393","E01001990","E02000430"
"26394","E01001988","E02000430"
"26395","E01002024","E02000418"
"26396","E01033151","E02000301"
"26397","E01001485","E02000301"
"26398","E01001492","E02000301"
"26399","E01001429","E02000306"
"26400","E01001477","E02000294"
"26401","E01001483","E02000301"
"26402","E01001486","E02000301"
"26403","E01033146","E02000301"
"26404","E01001489","E02000299"
"26405","E01001491","E02000299"
"26406","E01001488","E02000300"
"26407","E01001479","E02000299"
"26408","E01001476","E02000294"
"26409","E01001482","E02000299"
"26410","E01001487","E02000299"
"26411","E01001481","E02000294"
"26412","E01001462","E02000300"
"26413","E01001461","E02000303"
"26414","E01001428","E02000303"
"26415","E01001464","E02000303"
"26416","E01001459","E02000300"
"26417","E01001460","E02000300"
"26418","E01001424","E02000306"
"26419","E01033545","E02007099"
"26420","E01033543","E02007099"
"26421","E01008321","E02001714"
"26422","E01033553","E02007100"
"26423","E01033548","E02007100"
"26424","E01008406","E02007100"
"26425","E01008407","E02007097"
"26426","E01008377","E02001715"
"26427","E01008438","E02007104"
"26428","E01035620","E02007102"
"26429","E01035621","E02007102"
"26430","E01008397","E02007099"
"26431","E01035617","E02007099"
"26432","E01008437","E02007104"
"26433","E01008214","E02001684"
"26434","E01008244","E02001684"
"26435","E01008164","E02006841"
"26436","E01008212","E02001693"
"26437","E01008215","E02001684"
"26438","E01008243","E02001684"
"26439","E01008166","E02006841"
"26440","E01008216","E02001693"
"26441","E01008241","E02001696"
"26442","E01008469","E02001755"
"26443","E01008240","E02001696"
"26444","E01008286","E02001695"
"26445","E01008283","E02001695"
"26446","E01008281","E02001696"
"26447","E01008284","E02001695"
"26448","E01008287","E02001695"
"26449","E01008282","E02001696"
"26450","E01008285","E02001699"
"26451","E01008233","E02001699"
"26452","E01008232","E02001699"
"26453","E01008231","E02001696"
"26454","E01008227","E02001702"
"26455","E01008229","E02001699"
"26456","E01008242","E02001696"
"26457","E01008629","E02001787"
"26458","E01008230","E02001699"
"26459","E01008213","E02001693"
"26460","E01008228","E02001693"
"26461","E01008202","E02001692"
"26462","E01008165","E02001692"
"26463","E01008260","E02001700"
"26464","E01008261","E02001700"
"26465","E01008256","E02001700"
"26466","E01008272","E02001700"
"26467","E01008255","E02001691"
"26468","E01008210","E02001688"
"26469","E01008209","E02001688"
"26470","E01008211","E02001694"
"26471","E01008262","E02001690"
"26472","E01008207","E02001694"
"26473","E01008208","E02001694"
"26474","E01008206","E02001694"
"26475","E01008500","E02001749"
"26476","E01008505","E02001749"
"26477","E01008506","E02001749"
"26478","E01008470","E02001751"
"26479","E01008507","E02001749"
"26480","E01008477","E02001745"
"26481","E01035625","E02001744"
"26482","E01008516","E02001751"
"26483","E01008499","E02001751"
"26484","E01033551","E02001709"
"26485","E01008504","E02001739"
"26486","E01008471","E02001756"
"26487","E01008473","E02001755"
"26488","E01008479","E02001745"
"26489","E01008475","E02001745"
"26490","E01008514","E02001756"
"26491","E01008476","E02001745"
"26492","E01008577","E02001741"
"26493","E01008474","E02001756"
"26494","E01008513","E02001756"
"26495","E01032649","E02001756"
"26496","E01032650","E02001756"
"26497","E01008472","E02001755"
"26498","E01008502","E02001751"
"26499","E01035627","E02001755"
"26500","E01008503","E02001755"
"26501","E01008552","E02001746"
"26502","E01035628","E02001755"
"26503","E01008531","E02001762"
"26504","E01008579","E02001741"
"26505","E01008581","E02001741"
"26506","E01008582","E02001741"
"26507","E01027473","E02005722"
"26508","E01008306","E02007095"
"26509","E01027465","E02005725"
"26510","E01008307","E02007095"
"26511","E01035613","E02007095"
"26512","E01035615","E02007095"
"26513","E01008353","E02001713"
"26514","E01008356","E02001713"
"26515","E01008458","E02001711"
"26516","E01008312","E02007096"
"26517","E01035614","E02007095"
"26518","E01008311","E02007096"
"26519","E01008580","E02001741"
"26520","E01035616","E02007095"
"26521","E01033550","E02001709"
"26522","E01027471","E02005726"
"26523","E01027483","E02005729"
"26524","E01027449","E02005726"
"26525","E01027513","E02005729"
"26526","E01027472","E02005726"
"26527","E01008344","E02001726"
"26528","E01033547","E02001732"
"26529","E01008415","E02001732"
"26530","E01008288","E02001734"
"26531","E01008290","E02001734"
"26532","E01008289","E02001734"
"26533","E01008334","E02007101"
"26534","E01008387","E02001728"
"26535","E01008292","E02001734"
"26536","E01008416","E02001732"
"26537","E01008381","E02001728"
"26538","E01008382","E02001728"
"26539","E01008385","E02001728"
"26540","E01008384","E02001728"
"26541","E01008386","E02001728"
"26542","E01008383","E02001728"
"26543","E01008404","E02001721"
"26544","E01008402","E02001721"
"26545","E01008400","E02001721"
"26546","E01008248","E02001682"
"26547","E01008249","E02001682"
"26548","E01008403","E02001721"
"26549","E01008405","E02001721"
"26550","E01008401","E02001721"
"26551","E01008443","E02001721"
"26552","E01027469","E02005726"
"26553","E01008181","E02001686"
"26554","E01008263","E02001690"
"26555","E01008265","E02001690"
"26556","E01008273","E02001700"
"26557","E01008266","E02001690"
"26558","E01008267","E02001698"
"26559","E01008264","E02001690"
"26560","E01008268","E02001700"
"26561","E01008269","E02001698"
"26562","E01008275","E02001698"
"26563","E01008270","E02001698"
"26564","E01008271","E02001698"
"26565","E01008274","E02001700"
"26566","E01020634","E02004297"
"26567","E01020636","E02004297"
"26568","E01020635","E02004297"
"26569","E01008186","E02007094"
"26570","E01008183","E02007094"
"26571","E01035624","E02007094"
"26572","E01027497","E02005731"
"26573","E01027466","E02005725"
"26574","E01027373","E02005705"
"26575","E01027479","E02005727"
"26576","E01027447","E02005722"
"26577","E01027480","E02005727"
"26578","E01027481","E02007107"
"26579","E01027495","E02005733"
"26580","E01008409","E02001724"
"26581","E01008410","E02007097"
"26582","E01008411","E02001724"
"26583","E01008367","E02001724"
"26584","E01008370","E02001724"
"26585","E01008368","E02001724"
"26586","E01008369","E02001720"
"26587","E01008372","E02001720"
"26588","E01008371","E02001720"
"26589","E01008422","E02001712"
"26590","E01008366","E02001720"
"26591","E01008373","E02001720"
"26592","E01008423","E02001713"
"26593","E01008420","E02001712"
"26594","E01008418","E02001712"
"26595","E01033556","E02001729"
"26596","E01008396","E02001729"
"26597","E01033714","E02005725"
"26598","E01027464","E02005725"
"26599","E01027468","E02005726"
"26600","E01008188","E02001703"
"26601","E01008177","E02001686"
"26602","E01008178","E02001685"
"26603","E01008180","E02001685"
"26604","E01008179","E02001686"
"26605","E01008280","E02001685"
"26606","E01008277","E02001685"
"26607","E01008182","E02001685"
"26608","E01008247","E02001682"
"26609","E01008279","E02001686"
"26610","E01008276","E02001686"
"26611","E01008278","E02001703"
"26612","E01027515","E02005740"
"26613","E01027516","E02005741"
"26614","E01027514","E02005741"
"26615","E01027519","E02005740"
"26616","E01027550","E02005740"
"26617","E01027532","E02007105"
"26618","E01027518","E02005740"
"26619","E01027517","E02005740"
"26620","E01027551","E02005740"
"26621","E01035634","E02005712"
"26622","E01027521","E02005741"
"26623","E01027427","E02005712"
"26624","E01027520","E02005741"
"26625","E01027522","E02005741"
"26626","E01027523","E02005741"
"26627","E01027553","E02005739"
"26628","E01027531","E02005739"
"26629","E01027552","E02005740"
"26630","E01027413","E02005715"
"26631","E01027398","E02005715"
"26632","E01027412","E02005715"
"26633","E01027404","E02007106"
"26634","E01027409","E02005715"
"26635","E01027405","E02007106"
"26636","E01027403","E02007106"
"26637","E01027402","E02007106"
"26638","E01027397","E02007106"
"26639","E01027396","E02007106"
"26640","E01027395","E02007106"
"26641","E01027399","E02007106"
"26642","E01027433","E02005719"
"26643","E01027400","E02007106"
"26644","E01027401","E02007106"
"26645","E01027411","E02005715"
"26646","E01027410","E02005718"
"26647","E01027408","E02005718"
"26648","E01027407","E02005718"
"26649","E01027406","E02005718"
"26650","E01027394","E02005718"
"26651","E01008583","E02001739"
"26652","E01008578","E02001739"
"26653","E01008478","E02001739"
"26654","E01008480","E02001739"
"26655","E01027436","E02005719"
"26656","E01027435","E02005719"
"26657","E01027420","E02005717"
"26658","E01027442","E02005710"
"26659","E01027415","E02005710"
"26660","E01027414","E02005710"
"26661","E01027416","E02005709"
"26662","E01027423","E02005711"
"26663","E01027431","E02005710"
"26664","E01027392","E02005709"
"26665","E01027538","E02007105"
"26666","E01027429","E02005711"
"26667","E01027430","E02005711"
"26668","E01027439","E02005713"
"26669","E01027440","E02005713"
"26670","E01035632","E02005710"
"26671","E01035631","E02005710"
"26672","E01027437","E02005713"
"26673","E01027417","E02005717"
"26674","E01027426","E02005712"
"26675","E01027438","E02005713"
"26676","E01035633","E02005712"
"26677","E01027393","E02005709"
"26678","E01035635","E02005712"
"26679","E01027424","E02005709"
"26680","E01027428","E02005712"
"26681","E01027391","E02005711"
"26682","E01027422","E02005711"
"26683","E01027432","E02005719"
"26684","E01027421","E02005717"
"26685","E01027418","E02005717"
"26686","E01027434","E02005719"
"26687","E01008549","E02001738"
"26688","E01008491","E02001752"
"26689","E01008553","E02001746"
"26690","E01008554","E02001746"
"26691","E01008520","E02001740"
"26692","E01008522","E02001742"
"26693","E01008517","E02001742"
"26694","E01008586","E02001746"
"26695","E01008585","E02001743"
"26696","E01008555","E02001746"
"26697","E01008589","E02001743"
"26698","E01008588","E02001743"
"26699","E01008556","E02001750"
"26700","E01008519","E02001742"
"26701","E01008564","E02001744"
"26702","E01008518","E02001744"
"26703","E01008548","E02001738"
"26704","E01008521","E02001742"
"26705","E01008547","E02001738"
"26706","E01008584","E02001743"
"26707","E01008551","E02001738"
"26708","E01008546","E02001740"
"26709","E01008550","E02001740"
"26710","E01008493","E02001750"
"26711","E01008587","E02001743"
"26712","E01008496","E02001747"
"26713","E01008523","E02001740"
"26714","E01027419","E02005717"
"26715","E01032647","E02001748"
"26716","E01008569","E02001748"
"26717","E01008488","E02001752"
"26718","E01032648","E02001748"
"26719","E01008568","E02001748"
"26720","E01008570","E02001748"
"26721","E01008567","E02001744"
"26722","E01035626","E02001744"
"26723","E01008543","E02001765"
"26724","E01008510","E02001763"
"26725","E01008542","E02001765"
"26726","E01008512","E02001763"
"26727","E01008508","E02001763"
"26728","E01008509","E02001763"
"26729","E01008540","E02001764"
"26730","E01008511","E02001765"
"26731","E01008575","E02001767"
"26732","E01008571","E02001765"
"26733","E01008572","E02001766"
"26734","E01008574","E02001766"
"26735","E01008436","E02001727"
"26736","E01008573","E02001766"
"26737","E01008576","E02001766"
"26738","E01008536","E02001767"
"26739","E01008533","E02001767"
"26740","E01008532","E02001762"
"26741","E01008535","E02001767"
"26742","E01008534","E02001762"
"26743","E01008537","E02001767"
"26744","E01008538","E02001762"
"26745","E01008465","E02001761"
"26746","E01008464","E02001761"
"26747","E01008463","E02001761"
"26748","E01008462","E02001761"
"26749","E01008461","E02001758"
"26750","E01008468","E02001758"
"26751","E01008466","E02001758"
"26752","E01008467","E02001758"
"26753","E01008524","E02001759"
"26754","E01008529","E02001759"
"26755","E01008483","E02001759"
"26756","E01008485","E02001760"
"26757","E01008482","E02001760"
"26758","E01008530","E02001757"
"26759","E01008528","E02001759"
"26760","E01008527","E02001754"
"26761","E01008526","E02001757"
"26762","E01008486","E02001757"
"26763","E01008541","E02001764"
"26764","E01008539","E02001764"
"26765","E01008545","E02001764"
"26766","E01008484","E02001760"
"26767","E01008544","E02001764"
"26768","E01008481","E02001760"
"26769","E01008492","E02001760"
"26770","E01008487","E02001757"
"26771","E01008490","E02001752"
"26772","E01008489","E02001752"
"26773","E01008557","E02001750"
"26774","E01008525","E02001754"
"26775","E01008494","E02001750"
"26776","E01008498","E02001747"
"26777","E01008419","E02001713"
"26778","E01008354","E02001712"
"26779","E01008355","E02001713"
"26780","E01008294","E02007096"
"26781","E01008424","E02001712"
"26782","E01008351","E02001712"
"26783","E01008375","E02001715"
"26784","E01008336","E02001710"
"26785","E01008337","E02001710"
"26786","E01008342","E02001710"
"26787","E01008295","E02001715"
"26788","E01008357","E02001709"
"26789","E01008358","E02001709"
"26790","E01008309","E02001709"
"26791","E01008293","E02001711"
"26792","E01008338","E02001710"
"26793","E01008340","E02001710"
"26794","E01008352","E02001709"
"26795","E01008339","E02001710"
"26796","E01008313","E02007096"
"26797","E01008341","E02001710"
"26798","E01008374","E02001715"
"26799","E01008376","E02001715"
"26800","E01008296","E02001718"
"26801","E01008421","E02001713"
"26802","E01008378","E02001713"
"26803","E01008379","E02001715"
"26804","E01008561","E02001753"
"26805","E01008559","E02001754"
"26806","E01008563","E02001754"
"26807","E01008560","E02001753"
"26808","E01008558","E02001753"
"26809","E01008562","E02001753"
"26810","E01008495","E02001747"
"26811","E01008497","E02001747"
"26812","E01008641","E02001777"
"26813","E01008640","E02001777"
"26814","E01008642","E02001777"
"26815","E01008638","E02001777"
"26816","E01008639","E02001776"
"26817","E01008604","E02001774"
"26818","E01008653","E02001776"
"26819","E01008652","E02001776"
"26820","E01008655","E02001776"
"26821","E01008643","E02001782"
"26822","E01008646","E02001782"
"26823","E01008654","E02001776"
"26824","E01008658","E02001782"
"26825","E01008659","E02001784"
"26826","E01008645","E02001782"
"26827","E01008657","E02001776"
"26828","E01008644","E02001782"
"26829","E01008656","E02001782"
"26830","E01008600","E02001774"
"26831","E01008601","E02001779"
"26832","E01008661","E02001774"
"26833","E01008627","E02001787"
"26834","E01008660","E02001774"
"26835","E01008611","E02001788"
"26836","E01008602","E02001781"
"26837","E01008631","E02001784"
"26838","E01008603","E02001781"
"26839","E01008630","E02001787"
"26840","E01008632","E02001784"
"26841","E01008628","E02001787"
"26842","E01008663","E02001784"
"26843","E01008662","E02001784"
"26844","E01008667","E02001769"
"26845","E01008668","E02001769"
"26846","E01008673","E02001770"
"26847","E01008674","E02001773"
"26848","E01008671","E02001779"
"26849","E01008599","E02001768"
"26850","E01008596","E02001768"
"26851","E01008680","E02001772"
"26852","E01008622","E02001780"
"26853","E01008666","E02001769"
"26854","E01008361","E02001725"
"26855","E01008598","E02001768"
"26856","E01008597","E02001768"
"26857","E01008648","E02001771"
"26858","E01008595","E02001768"
"26859","E01008676","E02001770"
"26860","E01008675","E02001770"
"26861","E01008677","E02001770"
"26862","E01008678","E02001770"
"26863","E01008664","E02001769"
"26864","E01008683","E02001772"
"26865","E01008679","E02001772"
"26866","E01008591","E02001778"
"26867","E01008590","E02001778"
"26868","E01008592","E02001778"
"26869","E01008665","E02001769"
"26870","E01008672","E02001779"
"26871","E01008593","E02001783"
"26872","E01008594","E02001778"
"26873","E01008681","E02001773"
"26874","E01008682","E02001772"
"26875","E01008635","E02001773"
"26876","E01008634","E02001775"
"26877","E01008650","E02001773"
"26878","E01008647","E02001771"
"26879","E01008651","E02001771"
"26880","E01008633","E02001775"
"26881","E01008636","E02001775"
"26882","E01008684","E02001785"
"26883","E01008685","E02001785"
"26884","E01008624","E02001785"
"26885","E01008637","E02001775"
"26886","E01008649","E02001771"
"26887","E01034512","E02001780"
"26888","E01008625","E02001780"
"26889","E01034513","E02001780"
"26890","E01008691","E02001786"
"26891","E01008619","E02001789"
"26892","E01008690","E02001786"
"26893","E01008688","E02001786"
"26894","E01008689","E02001786"
"26895","E01008692","E02001786"
"26896","E01008669","E02001779"
"26897","E01008670","E02001781"
"26898","E01008608","E02001781"
"26899","E01008605","E02001783"
"26900","E01008607","E02001783"
"26901","E01008609","E02001783"
"26902","E01008606","E02001783"
"26903","E01008612","E02001788"
"26904","E01008613","E02001788"
"26905","E01008610","E02001788"
"26906","E01008614","E02001790"
"26907","E01008615","E02001790"
"26908","E01008617","E02001790"
"26909","E01008620","E02001790"
"26910","E01008616","E02001789"
"26911","E01008618","E02001789"
"26912","E01008855","E02001797"
"26913","E01008878","E02001799"
"26914","E01008879","E02001800"
"26915","E01008880","E02001800"
"26916","E01008876","E02001797"
"26917","E01008874","E02001800"
"26918","E01008848","E02001809"
"26919","E01008875","E02001800"
"26920","E01008872","E02001810"
"26921","E01008866","E02001815"
"26922","E01008844","E02001809"
"26923","E01008865","E02001815"
"26924","E01008860","E02001799"
"26925","E01008861","E02001815"
"26926","E01008853","E02001799"
"26927","E01008856","E02001797"
"26928","E01008854","E02001799"
"26929","E01008858","E02001799"
"26930","E01008857","E02001799"
"26931","E01008859","E02001799"
"26932","E01008869","E02001810"
"26933","E01008870","E02001810"
"26934","E01008868","E02001810"
"26935","E01008867","E02001810"
"26936","E01008871","E02001810"
"26937","E01008862","E02001815"
"26938","E01008845","E02001807"
"26939","E01008852","E02001809"
"26940","E01008851","E02001807"
"26941","E01008843","E02001809"
"26942","E01034516","E02001807"
"26943","E01008849","E02001809"
"26944","E01008877","E02001797"
"26945","E01008864","E02001815"
"26946","E01034515","E02001807"
"26947","E01008863","E02001815"
"26948","E01008846","E02001807"
"26949","E01008847","E02001807"
"26950","E01008184","E02001703"
"26951","E01008185","E02001703"
"26952","E01008196","E02007094"
"26953","E01008449","E02001729"
"26954","E01008399","E02007102"
"26955","E01008398","E02001729"
"26956","E01008439","E02007102"
"26957","E01008331","E02007104"
"26958","E01008333","E02007101"
"26959","E01008291","E02001734"
"26960","E01035618","E02007101"
"26961","E01035619","E02007101"
"26962","E01008335","E02007101"
"26963","E01008450","E02001723"
"26964","E01008455","E02001729"
"26965","E01008453","E02001729"
"26966","E01008348","E02001726"
"26967","E01008452","E02001723"
"26968","E01008346","E02001726"
"26969","E01008347","E02001726"
"26970","E01008349","E02001726"
"26971","E01008451","E02001723"
"26972","E01008245","E02001683"
"26973","E01008250","E02001682"
"26974","E01008200","E02001683"
"26975","E01008246","E02001682"
"26976","E01008198","E02001683"
"26977","E01008197","E02001683"
"26978","E01008195","E02001683"
"26979","E01008199","E02001683"
"26980","E01027500","E02005731"
"26981","E01027499","E02005731"
"26982","E01027498","E02005731"
"26983","E01035636","E02005731"
"26984","E01027496","E02005729"
"26985","E01027508","E02005729"
"26986","E01027509","E02007107"
"26987","E01027507","E02007107"
"26988","E01027504","E02007107"
"26989","E01027505","E02005733"
"26990","E01027482","E02007107"
"26991","E01027494","E02005730"
"26992","E01027493","E02005730"
"26993","E01027492","E02005730"
"26994","E01027490","E02005730"
"26995","E01027489","E02005730"
"26996","E01027476","E02005730"
"26997","E01027491","E02005730"
"26998","E01027488","E02005733"
"26999","E01027510","E02005733"
"27000","E01027511","E02005727"
"27001","E01027477","E02005733"
"27002","E01027478","E02005733"
"27003","E01027486","E02005728"
"27004","E01027487","E02005728"
"27005","E01008326","E02001722"
"27006","E01008328","E02001722"
"27007","E01008444","E02006893"
"27008","E01008448","E02006893"
"27009","E01008441","E02006893"
"27010","E01008447","E02006893"
"27011","E01008442","E02006893"
"27012","E01008457","E02001711"
"27013","E01008446","E02006893"
"27014","E01008345","E02001726"
"27015","E01008327","E02001722"
"27016","E01008330","E02001722"
"27017","E01008325","E02001722"
"27018","E01008329","E02001722"
"27019","E01008343","E02001726"
"27020","E01008350","E02001726"
"27021","E01008299","E02001718"
"27022","E01008445","E02006893"
"27023","E01008324","E02001722"
"27024","E01008300","E02001723"
"27025","E01008380","E02001715"
"27026","E01008297","E02001718"
"27027","E01008298","E02001718"
"27028","E01008456","E02001711"
"27029","E01008459","E02001711"
"27030","E01008460","E02001711"
"27031","E01008303","E02001725"
"27032","E01035623","E02007103"
"27033","E01008301","E02007103"
"27034","E01008305","E02007103"
"27035","E01035622","E02007103"
"27036","E01008392","E02007098"
"27037","E01008412","E02007097"
"27038","E01008363","E02001719"
"27039","E01008360","E02001725"
"27040","E01008302","E02007098"
"27041","E01008388","E02001735"
"27042","E01008432","E02007098"
"27043","E01008389","E02001735"
"27044","E01008390","E02001737"
"27045","E01008426","E02001735"
"27046","E01008428","E02001737"
"27047","E01008427","E02001737"
"27048","E01008391","E02007098"
"27049","E01008429","E02001735"
"27050","E01008431","E02001727"
"27051","E01008425","E02001737"
"27052","E01008435","E02001727"
"27053","E01008430","E02001727"
"27054","E01008433","E02001727"
"27055","E01008434","E02001727"
"27056","E01008413","E02007097"
"27057","E01008365","E02001719"
"27058","E01008364","E02001725"
"27059","E01008359","E02001725"
"27060","E01008362","E02001725"
"27061","E01027453","E02005723"
"27062","E01027452","E02005723"
"27063","E01027457","E02005721"
"27064","E01033718","E02005723"
"27065","E01027463","E02005721"
"27066","E01027455","E02005724"
"27067","E01027456","E02005724"
"27068","E01027461","E02005723"
"27069","E01035629","E02005722"
"27070","E01027458","E02005724"
"27071","E01027460","E02005724"
"27072","E01035630","E02005722"
"27073","E01027475","E02005720"
"27074","E01027444","E02005720"
"27075","E01027450","E02005722"
"27076","E01027368","E02005705"
"27077","E01027474","E02005720"
"27078","E01027445","E02005720"
"27079","E01027446","E02005720"
"27080","E01027451","E02005720"
"27081","E01027462","E02005721"
"27082","E01027525","E02007105"
"27083","E01027534","E02005739"
"27084","E01027535","E02005739"
"27085","E01027554","E02005739"
"27086","E01027530","E02005739"
"27087","E01027528","E02005735"
"27088","E01027545","E02005735"
"27089","E01027546","E02005735"
"27090","E01027527","E02007105"
"27091","E01027537","E02007105"
"27092","E01027533","E02005736"
"27093","E01027529","E02005735"
"27094","E01033716","E02005736"
"27095","E01027524","E02007105"
"27096","E01027536","E02007105"
"27097","E01027540","E02005736"
"27098","E01027526","E02007105"
"27099","E01027539","E02005735"
