"","LSOA21CD","MSOA21CD"
"996","E01033893","E02006944"
"997","E01009138","E02001886"
"998","E01034949","E02006897"
"999","E01033618","E02006898"
"1000","E01033564","E02006897"
"1001","E01008987","E02001890"
"1002","E01009147","E02001886"
"1003","E01033559","E02001875"
"1004","E01009072","E02001901"
"1005","E01009071","E02001913"
"1006","E01009249","E02001906"
"1007","E01009077","E02001921"
"1008","E01009068","E02001901"
"1009","E01009075","E02001913"
"1010","E01009078","E02001913"
"1011","E01009064","E02001921"
"1012","E01009260","E02001899"
"1013","E01009066","E02001899"
"1014","E01009927","E02002076"
"1015","E01009065","E02001901"
"1016","E01009139","E02001886"
"1017","E01009252","E02001899"
"1018","E01009261","E02001899"
"1019","E01009070","E02001899"
"1020","E01009067","E02001901"
"1021","E01009345","E02001879"
"1022","E01009346","E02001879"
"1023","E01033890","E02006943"
"1024","E01009361","E02001873"
"1025","E01009360","E02001873"
"1026","E01009359","E02001873"
"1027","E01033638","E02001875"
"1028","E01009347","E02001875"
"1029","E01009348","E02001873"
"1030","E01009358","E02001873"
"1031","E01009352","E02001865"
"1032","E01008907","E02001866"
"1033","E01009355","E02001865"
"1034","E01008905","E02001866"
"1035","E01009048","E02001866"
"1036","E01009047","E02001866"
"1037","E01009062","E02001866"
"1038","E01009059","E02001861"
"1039","E01009060","E02001861"
"1040","E01008906","E02001875"
"1041","E01034923","E02001867"
"1042","E01008913","E02001876"
"1043","E01008909","E02001867"
"1044","E01008911","E02001875"
"1045","E01034925","E02001867"
"1046","E01033617","E02001876"
"1047","E01034930","E02001876"
"1048","E01034929","E02001876"
"1049","E01009267","E02006809"
"1050","E01009264","E02001858"
"1051","E01009279","E02006809"
"1052","E01009266","E02001860"
"1053","E01009278","E02006809"
"1054","E01009262","E02006809"
"1055","E01009276","E02006809"
"1056","E01032591","E02006809"
"1057","E01009263","E02001858"
"1058","E01009049","E02001858"
"1059","E01009050","E02001861"
"1060","E01009056","E02001858"
"1061","E01009265","E02001858"
"1062","E01009270","E02001860"
"1063","E01009350","E02001865"
"1064","E01009051","E02001859"
"1065","E01034918","E02001861"
"1066","E01009054","E02001859"
"1067","E01009058","E02001859"
"1068","E01034917","E02001861"
"1069","E01009053","E02001859"
"1070","E01009242","E02001850"
"1071","E01009057","E02001861"
"1072","E01009349","E02001862"
"1073","E01009272","E02001862"
"1074","E01010052","E02002065"
"1075","E01010046","E02002065"
"1076","E01009351","E02001862"
"1077","E01009354","E02001862"
"1078","E01009274","E02001862"
"1079","E01009275","E02001865"
"1080","E01034922","E02001865"
"1081","E01034921","E02001865"
"1082","E01009273","E02001860"
"1083","E01009271","E02001860"
"1084","E01009269","E02001860"
"1085","E01009353","E02001865"
"1086","E01009268","E02001862"
"1087","E01010101","E02002062"
"1088","E01009119","E02001949"
"1089","E01009007","E02001849"
"1090","E01034913","E02001840"
"1091","E01009136","E02001840"
"1092","E01034914","E02001840"
"1093","E01009403","E02001846"
"1094","E01009002","E02001849"
"1095","E01009122","E02001840"
"1096","E01009132","E02001840"
"1097","E01009406","E02001846"
"1098","E01009404","E02001846"
"1099","E01034915","E02001849"
"1100","E01009405","E02001846"
"1101","E01009458","E02001844"
"1102","E01009123","E02001848"
"1103","E01009001","E02001844"
"1104","E01009472","E02001836"
"1105","E01009135","E02001836"
"1106","E01009407","E02001846"
"1107","E01009460","E02001844"
"1108","E01009006","E02001849"
"1109","E01009003","E02001844"
"1110","E01033646","E02001857"
"1111","E01033630","E02001857"
"1112","E01009413","E02001856"
"1113","E01009409","E02001852"
"1114","E01009013","E02001857"
"1115","E01009000","E02001857"
"1116","E01009408","E02001852"
"1117","E01034916","E02001849"
"1118","E01009410","E02001852"
"1119","E01009411","E02001856"
"1120","E01009414","E02001856"
"1121","E01009124","E02001848"
"1122","E01009126","E02001852"
"1123","E01009125","E02001848"
"1124","E01009412","E02001856"
"1125","E01009401","E02001857"
"1126","E01009232","E02001848"
"1127","E01009100","E02001851"
"1128","E01009008","E02007038"
"1129","E01009098","E02001851"
"1130","E01009105","E02001851"
"1131","E01009096","E02001855"
"1132","E01009005","E02001851"
"1133","E01009009","E02001851"
"1134","E01009011","E02007038"
"1135","E01009461","E02001841"
"1136","E01009101","E02001855"
"1137","E01009102","E02007038"
"1138","E01008999","E02001857"
"1139","E01008998","E02001857"
"1140","E01009104","E02007038"
"1141","E01009400","E02001857"
"1142","E01009202","E02001869"
"1143","E01009012","E02007038"
"1144","E01009082","E02001870"
"1145","E01008883","E02001904"
"1146","E01008882","E02001892"
"1147","E01008881","E02001893"
"1148","E01008886","E02001902"
"1149","E01008898","E02001892"
"1150","E01008896","E02001892"
"1151","E01008897","E02001893"
"1152","E01009515","E02001893"
"1153","E01009513","E02001892"
"1154","E01009521","E02001893"
"1155","E01009518","E02001893"
"1156","E01008885","E02001902"
"1157","E01008891","E02001915"
"1158","E01008888","E02001902"
"1159","E01009313","E02001902"
"1160","E01010162","E02002090"
"1161","E01009312","E02001898"
"1162","E01009316","E02001907"
"1163","E01009520","E02001898"
"1164","E01009324","E02001898"
"1165","E01009516","E02001888"
"1166","E01009517","E02001888"
"1167","E01009514","E02001888"
"1168","E01009314","E02001895"
"1169","E01009519","E02001898"
"1170","E01009323","E02001895"
"1171","E01009322","E02001895"
"1172","E01009315","E02001907"
"1173","E01009319","E02001907"
"1174","E01010109","E02002089"
"1175","E01009320","E02001907"
"1176","E01009317","E02001907"
"1177","E01009318","E02001907"
"1178","E01010133","E02002091"
"1179","E01010138","E02002091"
"1180","E01009321","E02001895"
"1181","E01008894","E02001915"
"1182","E01008893","E02001915"
"1183","E01008892","E02001915"
"1184","E01008895","E02001915"
"1185","E01010177","E02002093"
"1186","E01010178","E02002093"
"1187","E01009015","E02001915"
"1188","E01010157","E02002090"
"1189","E01009021","E02001929"
"1190","E01010174","E02002093"
"1191","E01009024","E02001929"
"1192","E01009025","E02001929"
"1193","E01009019","E02001929"
"1194","E01009020","E02001929"
"1195","E01009016","E02001924"
"1196","E01009022","E02001924"
"1197","E01009023","E02001924"
"1198","E01009040","E02006807"
"1199","E01009035","E02001934"
"1200","E01009037","E02001931"
"1201","E01009034","E02001934"
"1202","E01009036","E02001934"
"1203","E01009039","E02006807"
"1204","E01009041","E02006807"
"1205","E01032589","E02006807"
"1206","E01009042","E02006807"
"1207","E01009043","E02001923"
"1208","E01009030","E02001924"
"1209","E01009032","E02001934"
"1210","E01009033","E02001929"
"1211","E01010176","E02002094"
"1212","E01009294","E02001925"
"1213","E01009506","E02001935"
"1214","E01009504","E02001935"
"1215","E01009494","E02001935"
"1216","E01009505","E02001927"
"1217","E01009496","E02001935"
"1218","E01009495","E02001932"
"1219","E01009493","E02001939"
"1220","E01009501","E02001927"
"1221","E01009503","E02001927"
"1222","E01009291","E02001921"
"1223","E01009500","E02001921"
"1224","E01009502","E02001927"
"1225","E01008929","E02001932"
"1226","E01008924","E02001927"
"1227","E01008919","E02001921"
"1228","E01009289","E02001922"
"1229","E01034940","E02001922"
"1230","E01009290","E02001922"
"1231","E01009281","E02001925"
"1232","E01009280","E02001926"
"1233","E01009295","E02001925"
"1234","E01009292","E02001925"
"1235","E01034941","E02001922"
"1236","E01009286","E02001922"
"1237","E01009288","E02001926"
"1238","E01009283","E02001905"
"1239","E01009296","E02001926"
"1240","E01009293","E02001926"
"1241","E01009282","E02001926"
"1242","E01008961","E02001942"
"1243","E01008962","E02001942"
"1244","E01008959","E02001942"
"1245","E01008956","E02001938"
"1246","E01008960","E02001942"
"1247","E01008954","E02001939"
"1248","E01008958","E02001939"
"1249","E01009218","E02001946"
"1250","E01008950","E02001939"
"1251","E01008951","E02001938"
"1252","E01008952","E02001938"
"1253","E01008955","E02001938"
"1254","E01008957","E02001938"
"1255","E01008953","E02001933"
"1256","E01008977","E02001949"
"1257","E01009116","E02001953"
"1258","E01009497","E02001935"
"1259","E01033629","E02001932"
"1260","E01008930","E02001932"
"1261","E01009498","E02001945"
"1262","E01009499","E02001945"
"1263","E01009206","E02001946"
"1264","E01009172","E02001945"
"1265","E01034944","E02001955"
"1266","E01009219","E02001946"
"1267","E01034945","E02001955"
"1268","E01009205","E02001946"
"1269","E01009208","E02001950"
"1270","E01009213","E02001950"
"1271","E01009210","E02001952"
"1272","E01009209","E02001950"
"1273","E01009207","E02001950"
"1274","E01009162","E02001950"
"1275","E01009165","E02001955"
"1276","E01009158","E02001955"
"1277","E01009214","E02001952"
"1278","E01009117","E02001952"
"1279","E01009217","E02001957"
"1280","E01009211","E02001946"
"1281","E01009216","E02001957"
"1282","E01009212","E02001952"
"1283","E01009112","E02001953"
"1284","E01009215","E02001952"
"1285","E01009168","E02001957"
"1286","E01009166","E02001957"
"1287","E01032142","E02006701"
"1288","E01009170","E02001957"
"1289","E01032122","E02006704"
"1290","E01034942","E02001951"
"1291","E01009159","E02001956"
"1292","E01009173","E02001945"
"1293","E01032169","E02006697"
"1294","E01009250","E02001906"
"1295","E01009259","E02001920"
"1296","E01009253","E02001906"
"1297","E01009251","E02001906"
"1298","E01009257","E02001906"
"1299","E01009256","E02001911"
"1300","E01009255","E02001906"
"1301","E01009254","E02001911"
"1302","E01009073","E02001911"
"1303","E01009074","E02001911"
"1304","E01009258","E02001911"
"1305","E01008918","E02001920"
"1306","E01008921","E02001920"
"1307","E01008917","E02001928"
"1308","E01008920","E02001920"
"1309","E01008923","E02001928"
"1310","E01008931","E02001920"
"1311","E01008928","E02001928"
"1312","E01008925","E02001928"
"1313","E01008927","E02001928"
"1314","E01009299","E02001883"
"1315","E01009301","E02001883"
"1316","E01009300","E02001883"
"1317","E01009306","E02001872"
"1318","E01009303","E02001883"
"1319","E01009512","E02001888"
"1320","E01009297","E02001883"
"1321","E01009302","E02001895"
"1322","E01009507","E02001882"
"1323","E01009510","E02001882"
"1324","E01009509","E02001882"
"1325","E01009477","E02001881"
"1326","E01009508","E02001882"
"1327","E01009511","E02001880"
"1328","E01009095","E02001882"
"1329","E01009092","E02001880"
"1330","E01009094","E02001880"
"1331","E01009311","E02001880"
"1332","E01009298","E02001880"
"1333","E01009093","E02001880"
"1334","E01009091","E02001871"
"1335","E01009090","E02001868"
"1336","E01009089","E02001868"
"1337","E01009087","E02001868"
"1338","E01009305","E02001871"
"1339","E01009088","E02001871"
"1340","E01009307","E02001871"
"1341","E01009309","E02001871"
"1342","E01009304","E02001872"
"1343","E01009310","E02001872"
"1344","E01009308","E02001872"
"1345","E01009106","E02001855"
"1346","E01009097","E02001855"
"1347","E01009099","E02001855"
"1348","E01009103","E02001855"
"1349","E01010124","E02002083"
"1350","E01010121","E02002081"
"1351","E01010237","E02002084"
"1352","E01010117","E02002083"
"1353","E01010119","E02002083"
"1354","E01010234","E02002084"
"1355","E01010238","E02002084"
"1356","E01010236","E02002082"
"1357","E01010123","E02002083"
"1358","E01010240","E02002082"
"1359","E01010239","E02002082"
"1360","E01010146","E02002084"
"1361","E01010145","E02002085"
"1362","E01010235","E02002082"
"1363","E01009085","E02001868"
"1364","E01009084","E02001868"
"1365","E01009081","E02007038"
"1366","E01009083","E02007038"
"1367","E01009080","E02007038"
"1368","E01009481","E02001870"
"1369","E01009086","E02001870"
"1370","E01009079","E02007038"
"1371","E01010122","E02002081"
"1372","E01010120","E02002081"
"1373","E01010118","E02002081"
"1374","E01010140","E02002087"
"1375","E01010142","E02002087"
"1376","E01010144","E02002087"
"1377","E01010143","E02002087"
"1378","E01010129","E02002086"
"1379","E01010113","E02002089"
"1380","E01010125","E02002086"
"1381","E01010141","E02002086"
"1382","E01010111","E02002088"
"1383","E01010114","E02002089"
"1384","E01010148","E02002085"
"1385","E01010149","E02002085"
"1386","E01010139","E02002086"
"1387","E01010147","E02002085"
"1388","E01010127","E02002088"
"1389","E01010126","E02002088"
"1390","E01010128","E02002088"
"1391","E01010130","E02002088"
"1392","E01010112","E02002089"
"1393","E01010110","E02002089"
"1394","E01010131","E02002088"
"1395","E01009109","E02001949"
"1396","E01009110","E02001954"
"1397","E01032178","E02006700"
"1398","E01009118","E02001953"
"1399","E01009108","E02001953"
"1400","E01009111","E02001953"
"1401","E01009114","E02001954"
"1402","E01009113","E02001954"
"1403","E01009107","E02001954"
"1404","E01009115","E02001954"
"1405","E01033561","E02001876"
"1406","E01009424","E02001830"
"1407","E01009199","E02001878"
"1408","E01009245","E02001842"
"1409","E01009239","E02001859"
"1410","E01009238","E02001850"
"1411","E01009241","E02001850"
"1412","E01009240","E02001850"
"1413","E01009237","E02001850"
"1414","E01009230","E02001843"
"1415","E01009246","E02001842"
"1416","E01009235","E02001842"
"1417","E01010008","E02002053"
"1418","E01010011","E02002053"
"1419","E01009231","E02001843"
"1420","E01009236","E02001845"
"1421","E01010010","E02002053"
"1422","E01009422","E02001828"
"1423","E01009244","E02001845"
"1424","E01009234","E02001845"
"1425","E01009248","E02001845"
"1426","E01009243","E02001842"
"1427","E01009247","E02001842"
"1428","E01034927","E02001869"
"1429","E01009225","E02001839"
"1430","E01009223","E02001839"
"1431","E01010009","E02002054"
"1432","E01010014","E02002054"
"1433","E01010007","E02002054"
"1434","E01010013","E02002054"
"1435","E01010012","E02002053"
"1436","E01009974","E02002048"
"1437","E01009968","E02002048"
"1438","E01009949","E02006810"
"1439","E01009975","E02002048"
"1440","E01009972","E02002048"
"1441","E01010334","E02002144"
"1442","E01010358","E02002148"
"1443","E01010360","E02002148"
"1444","E01010356","E02002148"
"1445","E01010357","E02002148"
"1446","E01010359","E02002148"
"1447","E01010355","E02002148"
"1448","E01009220","E02001834"
"1449","E01009233","E02001834"
"1450","E01009133","E02001837"
"1451","E01009134","E02001837"
"1452","E01009137","E02001837"
"1453","E01009128","E02001837"
"1454","E01009131","E02001837"
"1455","E01009130","E02001837"
"1456","E01009129","E02001840"
"1457","E01009127","E02001837"
"1458","E01009469","E02001836"
"1459","E01009221","E02001833"
"1460","E01009227","E02001839"
"1461","E01009229","E02001843"
"1462","E01009226","E02001843"
"1463","E01009228","E02001839"
"1464","E01009224","E02001834"
"1465","E01009222","E02001834"
"1466","E01034943","E02001951"
"1467","E01009174","E02001945"
"1468","E01009157","E02001951"
"1469","E01009160","E02001951"
"1470","E01009161","E02001951"
"1471","E01009155","E02001951"
"1472","E01032143","E02006701"
"1473","E01032144","E02006701"
"1474","E01032149","E02006701"
"1475","E01032148","E02006703"
"1476","E01032150","E02006703"
"1477","E01009171","E02001956"
"1478","E01009164","E02001956"
"1479","E01009169","E02001955"
"1480","E01009167","E02001956"
"1481","E01032170","E02006698"
"1482","E01032172","E02006698"
"1483","E01032126","E02006698"
"1484","E01032171","E02006698"
"1485","E01031020","E02006473"
"1486","E01031024","E02006471"
"1487","E01031021","E02006473"
"1488","E01031023","E02006471"
