"","Local Authority Code","Petrol2024Q4","Diesel2024Q4","Hybrid2024Q4","BEV2024Q4","PHEV2024Q4","TotalCars","Petrol","Diesel","Hybrid","BEV","PHEV","Local Authority","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles","PetrolMile","DieselMile","HybridMile","BEVMile","PHEVMile","PetrolCO2e","DieselCO2e","HybridCO2e","BEVCO2e","PHEVCO2e","BaseCO2e","pCarBaseCO2e","pCarAnnMile","pBEVAnnCO2e","pHyVAnnCO2e","reduceCO2pBEVcc","reduceCO2pHyVc"
"247","E09000029",61000,11000,7600,2447,1826,83873,0.727290069509854,0.131150668272269,0.090613188988113,0.0291750622965674,0.0217710109331966,"Sutton",468.92,291.37,363600000,461800000,264442669.273783,47686382.9837969,32946955.5160779,10608052.6510319,7915939.57531029,70005907.8368486,13034595.9247911,6684278.33510188,809924.819906287,1376740.21093797,91911447.1275858,1095.84070115038,4335.12572579972,330.986849164809,879.510307250247,764.85385198557,216.330393900132
"248","E09000031",51200,11800,8800,1866,1645,75311,0.679847565428689,0.156683618594893,0.116848800308056,0.0247772569744128,0.0218427586939491,"Waltham Forest",421.49,261.9,378200000,498400000,257118349.24513,59257744.5525886,44192216.2765068,9370758.58772291,8260931.33805155,68066940.5956633,16197511.8960046,8965716.83817769,715457.418172644,1436741.17831392,95382367.9263322,1266.5130980379,5021.84275869395,383.417694626283,1018.83145888383,883.095403411615,247.68163915407
"250","E06000036",47800,19300,7500,2027,1690,78317,0.610340028346336,0.246434362909713,0.0957646487991113,0.0258819924154398,0.0215789675293997,"Bracknell Forest",477.07,296.44,358100000,438100000,218562764.150823,88248145.3579683,34293320.7349618,9268341.483969,7727428.27227805,57860120.5536474,24121748.052147,6957428.91070904,707637.872301033,1343954.3251146,90990889.7139191,1161.82807964962,4572.44276466157,349.106005081911,927.657188094539,812.722074567706,234.170891555078
"251","E06000043",58200,23800,6100,2427,1218,91745,0.634366995476593,0.259414681999019,0.0664886369829418,0.0264537576979672,0.0132759278434792,"Brighton and Hove",620.31,385.44,595600000,759100000,377828982.505859,154507384.598616,39600632.1870402,15755858.0849093,7907142.62357622,100022666.538776,42233048.5061856,8034176.25810671,1202959.76478282,1375210.24509238,152868061.312943,1666.22771064302,6491.90691590822,495.657093029593,1317.07807509946,1170.57061761342,349.149635543555
"252","E06000060",194300,91100,20400,10650,6673,323123,0.60131900236133,0.281935981035086,0.0631338530528622,0.032959585049656,0.0206515785010662,"Buckinghamshire",3371.23,2094.79,3.146e+09,4056700000,1891749581.42874,886970596.33638,198619101.704305,103690854.566218,64969865.9643541,500802866.691631,242444542.802586,40295843.3537693,7916796.74613073,11299559.0885205,802759608.682638,2484.37780251681,9736.2304757012,743.361196819787,1975.28643891026,1741.01660569702,509.091363606546
"253","E06000046",48400,19400,3300,1372,617,73089,0.662206351160913,0.265429818440531,0.0451504330336986,0.0187716345824953,0.00844176278236123,"Isle of Wight",881.82,547.94,322600000,403600000,213627768.884511,85627659.4289154,14565529.6966712,6055729.31631299,2723312.67358973,56553679.2567965,23405464.4282997,2955054.66486065,462354.933300497,473638.540190726,83850191.8234481,1147.23408205678,4413.79687777915,336.993391618438,895.471110563833,810.240690438344,251.762971492949
"254","E06000035",83300,42500,8300,2867,1690,138657,0.600763033961502,0.306511752021175,0.0598599421594294,0.0206769221892872,0.0121883496686067,"Medway",864.26,537.03,693700000,888800000,416749316.659094,212627202.377089,41524841.8759962,14343580.9227086,8455058.16511247,110326046.599162,58119519.4977535,8424559.9198021,1095132.4034488,1470503.71607636,179435762.136243,1294.0981135914,5002.99299710797,381.978515329194,1015.00721925327,912.119598262206,279.090894338134
"255","E06000042",168500,62700,24200,52576,18486,326462,0.516139703855273,0.192059106419736,0.0741280761620035,0.161047840177417,0.0566252733855701,"Milton Keynes",1364.03,847.57,1163200000,1502200000,600373703.524453,223403152.587437,86225778.1916425,187330847.694372,65866518.0020952,158936930.534029,61065017.7282502,17493485.8795204,14302710.2214653,11455504.8109244,263253649.174189,806.383741979737,3563.04868560506,272.038767145947,722.871317335555,534.34497483379,83.5124246441814
"256","E06000044",54500,26700,18200,10065,8996,118461,0.460067026278691,0.225390634892496,0.153637061986645,0.0849646719173399,0.0759406049248276,"Portsmouth",457.03,283.99,592700000,742300000,272681726.47538,133589029.300783,91060686.6394847,50358561.0454074,45009996.5389453,72187033.4498274,36515225.2690759,18474392.1054187,3844876.13581685,7828138.59805337,138849665.558192,1172.11289418621,5003.33443074092,382.004583787069,1015.07648930872,790.108310399137,157.036404877489
"257","E06000038",40900,20300,4400,1536,882,68018,0.601311417565938,0.298450410185539,0.0646887588579494,0.0225822576376841,0.0129671557528889,"Reading",397.62,247.07,294600000,359100000,177146343.614925,87923490.8406598,19057308.3595519,6652733.10006175,3820124.08480108,46895951.5451792,24033006.986386,3866346.71998589,507936.172189715,664395.980828604,75967637.4045694,1116.87549478916,4331.2064453527,330.687612102679,878.715163633156,786.187882686486,238.160331156008
"258","E06000039",63400,24200,11900,31079,15012,145591,0.435466478010317,0.166219065738954,0.081735821582378,0.213467865458717,0.103110769209635,"Slough",323.72,201.15,390600000,490400000,170093206.31083,64925167.0776353,31926011.9100769,83380548.2481747,40275066.4532835,45028774.5066659,17746645.1690008,6477149.29631639,6366104.85874814,7004639.55755507,82623313.3882864,567.502890894948,2682.85814370394,204.836219271796,544.298260194655,362.666671623152,23.204630700293
"259","E06000045",58400,32400,6200,1619,856,99475,0.587082181452626,0.325709977381252,0.0623272178939432,0.0162754460919829,0.00860517718019603,"Southampton",593.75,368.94,495600000,616600000,290957929.127922,161421864.790148,30889369.1882383,8066111.08318673,4264725.81050515,77025292.5780347,44123052.5217391,6266835.22090978,615847.581201307,741721.112963056,128772749.014848,1294.52373978234,4982.15632068359,380.387635084192,1010.77987434029,914.136104698145,283.74386544205
"260","E06000037",56000,29900,4200,2825,1899,94824,0.590567788745465,0.315321015776597,0.0442925841559099,0.0297920357715346,0.0200265755504935,"West Berkshire",1389.53,863.41,1373200000,1820400000,810967687.505273,432998818.864423,60822576.5628955,40910423.5214714,27500493.5459377,214687475.913271,118355897.148401,12339684.3330802,3123510.83586434,4782885.83750949,353289454.068126,3725.73877993046,14481.5658483084,1105.66755251835,2938.02007930482,2620.07122741211,787.718700625646
"261","E06000040",93600,24400,39800,68622,13570,239992,0.390013000433348,0.101670055668522,0.165838861295377,0.285934531151038,0.0565435514517151,"Windsor and Maidenhead",685.77,426.12,895200000,1132200000,349139637.987933,91015033.8344612,148458948.631621,255968592.28641,50617787.2595753,92427736.3645455,24878049.3483116,30119351.4983833,19543202.0210674,8803445.56018534,175771784.792493,732.406850197061,3730.12433747792,284.794993166439,756.76762558752,447.611857030622,-24.3607753904585
"262","E06000041",62000,28000,7000,3736,2133,102869,0.602708298904432,0.272190844666518,0.0680477111666294,0.0363180355597896,0.0207351097026315,"Wokingham",817.49,507.96,783800000,988400000,472402764.681294,213343184.049616,53335796.0124041,28466076.2717631,16252178.9849226,125059183.894079,58315225.9281222,10820766.2949965,2173384.92334911,2826578.96905773,199195140.009604,1936.39619330998,7619.39943034345,581.741146506722,1545.82375642808,1354.65504680326,390.572436881903
"263","E10000011",183100,82600,18000,6254,3809,293763,0.62329156496904,0.281179045693297,0.0612738840493868,0.0212892706024925,0.0129662346857841,"East Sussex",3375.2,2097.25,2059200000,2648700000,1283481990.58425,579003890.891637,126175182.034497,43838866.0246525,26700070.4649667,339776187.367368,158264923.53632,25598420.9311588,3347097.42098222,4643676.255267,531630305.511096,1809.72520539039,7009.73233524984,535.193063796326,1422.13449617549,1274.53214159406,387.590709214897
"269","E10000014",526300,255800,61100,23775,19689,886664,0.593573213754026,0.28849710826198,0.0689099816841554,0.0268139904180163,0.0222057058818222,"Hampshire",9110.69,5661.12,7460100000,9610900000,4428115531.92641,2152217277.34519,514075354.361968,200035049.917443,165656786.448982,1172255024.76688,588287070.589536,104295607.892956,15272676.0611968,28811028.2992069,1908921407.60977,2152.92535572638,8413.67192081781,642.38385115444,1706.96575929552,1510.54150457194,445.959596430862
"281","E10000016",502100,253200,47200,19311,12550,834361,0.601777887509124,0.303465766017347,0.0565702375830126,0.0231446580077448,0.0150414508827714,"Kent",9412.36,5848.57,7079600000,9536800000,4260346732.40959,2148416237.09641,400494653.992696,163854920.83163,106487455.669668,1127841590.47079,587248094.247934,81252355.4020382,12510323.205495,18520298.2900687,1827372661.61633,2190.14630551563,8485.05622865882,647.834043058101,1721.4482076703,1542.31226245753,468.69809784533
"294","E10000025",218500,123500,25100,12853,7333,387286,0.56418254210067,0.318885784665596,0.0648099853854774,0.0331873602454,0.0189343276028568,"Oxfordshire",4758,2956.48,3666200000,4790200000,2068406035.84948,1169099063.74101,237606368.420237,121671500.131686,69417031.8575936,547569129.870432,319561538.082967,48205580.0250977,9289619.0350542,12073010.1806727,936698877.194223,2418.62312914545,9466.38918008913,722.758813899805,1920.54103685648,1695.86431524564,498.082092288963
"300","E10000030",450000,151700,44100,22992,15191,683983,0.657911088433484,0.221789138034132,0.0644752866664815,0.0336148705450282,0.0222096163208735,"Surrey",5496.58,3415.42,6552100000,8475100000,4310699242.52503,1453184611.31344,422448525.767453,220247993.298079,145519627.095995,1141171410.47365,397213481.656415,85706356.9077009,16815934.2883083,25308773.5445355,1666215956.87061,2436.04878611108,9579.33165005563,731.381971481747,1943.45480516329,1704.66681462933,492.59398094779
"312","E10000032",304100,137600,26300,11631,6559,486190,0.625475637096608,0.283016927538617,0.0540940784466978,0.0239227462514655,0.0134906106666118,"West Sussex",4167.44,2589.53,3410900000,4341300000,2133434850.57282,965342438.141467,184509492.173842,81598095.1891236,46015123.9227462,564784207.992143,263866702.041589,37433285.772229,6230014.56768959,8002950.35264403,880317160.726294,1810.64431750199,7015.57004463276,535.638772907711,1423.31885065509,1275.00554459428,387.3254668469
"321","E06000022",58900,24400,4500,2589,1521,91910,0.640844304210641,0.265477097160265,0.048960940050049,0.0281688608421282,0.0165487977369165,"Bath and North East Somerset",1094.19,679.9,593800000,750600000,380533347.840279,157640300.293766,29073006.2017191,16726669.5680557,9826676.09618105,100738593.173757,43089399.6822979,5898331.49820477,1277081.22152105,1709055.50664781,152712461.082428,1661.5434782116,6460.66804482646,493.2720052225,1310.74033293439,1168.2714729891,350.803145277211
"322","E06000058",125100,58600,9500,4186,2343,199729,0.626348702491876,0.293397553685244,0.047564449829519,0.0209583986301438,0.0117308953632172,"Bournemouth, Christchurch and Poole",1270.11,789.21,1045400000,1284600000,654784933.585008,306717802.622554,49723875.8517792,21909909.9279524,12263478.0127072,173341215.467959,83838244.1688488,10087979.932809,1672821.62299916,2132864.09597004,271073125.288586,1357.20463872841,5234.09219492412,399.622939082457,1061.89262450621,957.581699645951,295.312014222201
"323","E06000023",127500,40200,10300,3744,2173,183917,0.693247497512465,0.218576858039224,0.0560035233284579,0.0203570088681307,0.0118151122517222,"Bristol, City of",1149.73,714.41,1152800000,1442900000,799175715.13237,251975401.947618,64560861.6930463,23467559.8231811,13620461.4037854,211565787.066992,68874956.3683618,13098107.6202852,1791748.19249988,2368870.64734636,297699469.895486,1618.66205894771,6268.0448245676,478.565222355737,1271.66093400828,1140.09683659197,347.001124939432
"324","E06000052",163500,130300,11900,5833,2593,314126,0.520491777184951,0.414801703774918,0.0378828877584154,0.0185689818735157,0.00825464940819926,"Cornwall excluding Isles of Scilly",7478.57,4646.97,2654900000,3547900000,1381853619.24833,1101257043.35203,100575278.709817,49298789.9759969,21915268.7138282,365818108.62361,301017600.229844,20404712.5446477,3763962.61466736,3811503.534709,694815887.547478,2211.90187232982,8451.70409326194,645.287607520549,1714.68172644098,1566.61426480927,497.22014588884
"325","E06000059",132000,78300,10400,4667,2592,227959,0.579051496102369,0.343482819278905,0.0456222390868533,0.0204729797902254,0.0113704657416465,"Dorset",3874.73,2407.65,1891100000,2478900000,1095044284.27919,649560359.538338,86276216.3371484,38716452.0812953,21502687.7640277,289891073.37723,177550828.676209,17503718.7704807,2956001.1164069,3739747.4559197,491641369.396247,2156.70962495996,8295.79003241811,633.383568975123,1683.04988177699,1523.32605598483,473.65974318297
"326","E06000053",400,200,NA,22,0,622,0.643086816720257,0.321543408360129,NA,0.0353697749196141,0,"Isles of Scilly",34.2,21.25,8e+05,1400000,514469.453376206,257234.726688103,NA,28295.8199356913,0,136195.498392283,70312.5401929261,NA,2160.38585209003,0,208668.424437299,335.479782053535,1286.17363344051,98.1993569131833,260.938906752412,237.280425140352,74.5408753011239
"327","E06000024",78000,36300,6400,3399,1917,126016,0.618969019807009,0.288058659217877,0.0507872016251905,0.0269727653631285,0.0152123539867953,"North Somerset",1149.87,714.5,1247900000,1.614e+09,772411439.817166,359468400.837989,63377348.9080752,33659313.896648,18983496.5401219,204480480.462798,98257092.6850559,12857996.5464703,2569888.61600908,3301609.718258,321467068.028592,2551.00199997295,9902.71076688674,756.071967051803,2009.06196038598,1794.93003292115,541.94003958697
"328","E06000026",65200,45000,5900,1564,744,118408,0.550638470373623,0.38004188906155,0.0498277143436254,0.013208566988717,0.00628335923248429,"Plymouth",856.28,532.07,805400000,990500000,443484224.038916,306085737.450172,40131241.1323559,10638179.8527127,5060617.52584285,117403578.629822,83665475.4746301,8141826.20093237,812225.031754611,880142.600094588,210903247.937234,1781.15708345073,6801.9052766705,519.325467873792,1379.97054253091,1261.83161557694,401.18654091982
"329","E06000025",131000,47000,18400,38622,12336,247358,0.529596778757914,0.190008004592534,0.074386112436226,0.156138067093039,0.0498710371202872,"South Gloucestershire",1580.68,982.19,1986300000,2.645e+09,1051938081.64684,377412899.52215,147753135.132076,310137042.666904,99058841.0320265,278479568.354369,103162041.955385,29976156.0555955,23678963.2076181,17228313.63229,452525043.205257,1829.43362739534,8030.06169196064,613.095210181195,1629.13891606497,1216.33841721415,200.294711330368
"330","E06000030",112400,52200,28600,50388,20533,264121,0.42556252626637,0.197636689244702,0.108283703302653,0.190776197273219,0.077740883913055,"Swindon",863.08,536.29,9.71e+08,1.248e+09,413221213.004646,191905225.256606,105143475.906876,185243687.552296,75486398.2795764,109392051.71872,52455374.2716407,21331508.391987,14143355.5446178,13128594.3887839,210450884.315749,796.797241854109,3676.34531142923,280.688964527622,745.856936782763,516.108277326487,50.9403050713469
"331","E06000027",40200,22900,3300,1075,599,68074,0.590533830831154,0.336398625025707,0.0484766577547963,0.0157916385110321,0.00879924787730999,"Torbay",526.3,327.03,351500000,428300000,207572641.537151,118244116.696536,17039545.2008109,5550760.93662779,3092935.62887446,54950705.3941299,32320846.8578312,3456982.93034051,423800.597511532,537923.364573846,91690259.144387,1346.92039757304,5163.49854570027,394.233113964215,1047.57058495167,952.687283608823,299.349812621368
"332","E06000054",185300,108500,19300,25076,12566,350742,0.528308557287123,0.309344190316529,0.0550262015954747,0.0714941466947215,0.0358269041061521,"Wiltshire",4684.83,2911.02,2865800000,3741600000,1514026663.47344,886518580.609109,157694088.532311,204887925.597733,102672741.787411,400808278.621323,242320988.823694,31992976.6814354,15643193.1193869,17856843.2516665,708622280.497505,2020.35194102077,8170.67816229593,623.831277691295,1657.6671855666,1396.52066332947,362.684755454167
"333","E10000008",250100,169600,21400,10155,6858,458113,0.545935173199625,0.37021433576432,0.0467133654796961,0.0221670199273978,0.0149701056289605,"Devon",13043.67,8104.96,4524800000,5966500000,2470247471.69367,1675145826.4664,211368636.122529,100301331.76749,67736733.9499207,653948613.181464,457884360.206325,42882468.8965386,7658006.68044784,11780772.7685702,1174154221.73335,2563.02314436252,9877.0390711462,754.111933082013,2003.85368675414,1808.9112112805,559.169457608375
"342","E10000013",210300,126300,16100,9226,5021,366947,0.573107287973468,0.344191395487632,0.0438755460597852,0.0251425955246943,0.0136831749544212,"Gloucestershire",5642.81,3506.28,3374100000,4407600000,1933721300.35128,1161336187.51482,148040479.960321,84833631.559871,46168400.6137126,511914039.841994,317439633.4953,30034452.57435,6477047.76959615,8029608.2347369,873894781.915977,2381.52861834537,9195.0608671007,702.042897203138,1865.49394871739,1679.48572114223,516.034669627976
"349","E06000066",185200,124700,14200,6315,3405,333820,0.554790006590378,0.373554610269007,0.0425378946737763,0.0189173806242885,0.0102001078425499,"Somerset",6810.55,4231.88,3508500000,4.582e+09,1946480738.12234,1310616350.12881,149244203.462944,66371629.9203163,35787078.3655862,515291845.803127,358243873.14421,30278663.9985621,5067473.94441615,6224088.66934276,915105945.559658,2741.31551602558,10510.1551734468,802.450347492661,2132.30028158888,1938.86516853292,609.015234436696
"355","W06000014",41200,24100,4000,1638,873,71811,0.57372825890184,0.335603180571222,0.0557017727089165,0.0228098759243013,0.012156911893721,"The Vale of Glamorgan",949.58,590.04,551900000,682200000,316640626.087925,185219395.357257,30741808.358051,12588770.5226219,6709399.67414463,83824272.9442565,50627869.5269527,6236898.07968139,961152.629402181,1166898.79132723,142817091.97162,1988.7912989879,7685.45208951275,586.784267034298,1559.22451992035,1402.0070319536,429.566779067552
"356","W06000001",18300,18500,1500,589,330,39219,0.466610571406716,0.471710140493128,0.0382467681480915,0.0150182309594839,0.00841428899258013,"Isle of Anglesey",1218.04,756.85,318300000,421700000,148522144.878758,150145337.718963,12173946.3015375,4780302.91440373,2678268.18633825,39318267.4137535,41040726.6121013,2469850.22565593,364976.127514725,465804.402967949,83659624.7819934,2133.14018159549,8115.96420102501,619.65386674826,1646.56681710395,1513.48631484723,486.573364491533
"357","W06000002",28200,29500,2400,820,424,61344,0.459702660406886,0.480894627021388,0.0391236306729265,0.0133672404799165,0.00691184141888367,"Gwynedd",2512.18,1561,655900000,871600000,301518974.960876,315418785.863328,25661189.3583725,8767573.03077726,4533476.7866458,79821118.2413928,86216570.9278821,5206142.0970266,669404.200899843,788462.282733438,172701697.749935,2815.29893306493,10692.1622326552,816.346586463224,2169.22587376109,1998.9523466017,646.073059303841
"358","W06000003",32100,24800,3200,1092,521,61713,0.5201497253415,0.401860223939851,0.051852932121271,0.0176948130863837,0.00844230551099444,"Conwy",1650.93,1025.84,626900000,812300000,326081862.816586,251926174.387892,32506603.1468248,11092878.323854,5292481.32484242,86323651.5434349,68861500.5071865,6594939.64642782,846941.260026251,920468.352016593,163547501.309092,2650.13046374495,10158.3134833828,775.587234456273,2060.91863950869,1874.54322928868,589.211824236257
"359","W06000004",26300,22000,2200,1021,407,51928,0.506470497612078,0.423663534124172,0.0423663534124172,0.0196618394700354,0.00783777538129718,"Denbighshire",1443.15,896.73,432400000,565900000,218997843.167463,183192112.155292,18319211.2155292,8501779.38684332,3389054.0748729,57975299.0217224,50073731.9365275,3716601.57140656,649110.856185488,589424.284701895,113004167.670544,2176.1702293665,8326.91418887691,635.759898320752,1689.36435063935,1540.41033104575,486.805878727158
"360","W06000005",47300,35400,4000,1538,673,88911,0.531992666824127,0.398150959948713,0.0449888090337529,0.017298197073478,0.00756936711992892,"Flintshire",1295.77,805.15,852700000,1098200000,453630147.000934,339503323.548267,38361957.4630811,14750172.6445547,6454399.34316339,120089508.815557,92799838.4586834,7782873.93010988,1126175.68141175,1122549.13376298,222920946.019525,2507.23696752399,9590.48936577027,732.23386307656,1945.71848252747,1775.00310444743,561.518484996515
"361","W06000006",37500,29500,2700,1099,585,71384,0.525327804550039,0.413257872912697,0.0378236019276028,0.0153956068586798,0.00819511375098061,"Wrexham",1216.63,755.98,522200000,676500000,274326179.53603,215803261.235011,19751484.9265942,8039585.9016026,4279488.40076208,72622369.5085734,58987663.4259778,4007181.26190743,613822.383587359,744288.62266054,136975325.202706,1918.85191643375,7315.36478762748,558.528101535358,1484.14120811386,1360.32381489839,434.710708319882
"362","W06000023",36900,35300,3200,1203,703,77306,0.477323881716814,0.456626911235868,0.0413939409618917,0.0155615346803612,0.00909373140506558,"Powys",5354.58,3327.18,714800000,1013400000,341191110.651178,326396916.151398,29588388.9995602,11123384.9895222,6500199.20834088,90323522.7226865,89217333.0608232,6002892.36023077,849270.443950017,1130514.64631465,187523533.234005,2425.7306448918,9246.37156236256,705.960468786382,1875.90386257212,1719.77017610541,549.82678231968
"363","W06000008",18200,18100,1200,622,299,38421,0.473699279040108,0.471096535748679,0.03123291949715,0.0161890632726894,0.00778220244137321,"Ceredigion",2261.22,1405.06,336100000,469600000,159210327.68538,158335545.665131,10497384.2429921,5441144.16595091,2615598.24054553,42147750.0481508,43279438.0521069,2129709.31521824,415431.357070352,454904.845995679,88427233.618542,2301.533890803,8747.82020249343,667.896072460373,1774.75776268187,1633.63781834262,526.77612812113
"364","W06000009",36300,29500,3200,1132,490,70622,0.514004134688907,0.417716858769222,0.0453116592563224,0.016028999461924,0.00693834782362437,"Pembrokeshire",2604.38,1618.29,519900000,711300000,267230749.624763,217170994.874119,23557531.647362,8333476.82025431,3607247.03350231,70743996.3481635,59361519.7388916,4779352.02061681,636260.955226417,627372.404066721,136148501.466965,1927.84828335313,7361.72863980063,562.067981648778,1493.54750644275,1365.78030170436,434.300776910382
"365","W06000010",53600,44100,5300,1745,779,105524,0.507941321405557,0.417914408096736,0.0502255411091316,0.0165365224972518,0.0073822068913233,"Carmarthenshire",3575.66,2221.81,947500000,1286500000,481274402.031765,395973901.671658,47588700.2009022,15668355.0661461,6994641.02952883,127407772.449869,108235506.282931,9654795.49675903,1196278.90930025,1216507.96785565,247710861.106715,2347.43623352711,8979.00003790607,685.546652894128,1821.65952769038,1661.88958063298,525.77670583673
"366","W06000011",76100,44300,8000,3025,1970,133395,0.570486150155553,0.332096405412497,0.0599722628284418,0.0226770118820046,0.0147681697215038,"Swansea",1175.12,730.19,9.13e+08,1131800000,520853855.09202,303204018.14161,54754675.9623674,20704111.8482702,13483338.955733,137885641.05851,82877786.3188276,11108628.6592451,1580758.93961543,2345022.31118108,235797837.28738,1767.66623402211,6844.33449529593,522.564938715844,1388.57858240564,1245.10129530627,379.087651616474
"367","W06000012",40900,25200,4000,1111,485,71696,0.570464182102209,0.351484043740237,0.0557911180540058,0.0154959830395001,0.0067646730640482,"Neath Port Talbot",879.23,546.33,683900000,877300000,390140454.139701,240379937.513948,38155545.6371346,10597702.8007141,4626359.90850257,103281882.424403,65705452.1200625,7740997.09886186,809134.608834523,804616.515286766,178342082.767449,2487.476048419,9538.88640928364,728.293977348806,1935.24927471547,1759.18207107019,552.226773703535
"368","W06000013",43800,26000,5100,2214,1342,78456,0.558274701743652,0.331395941674314,0.0650045885591924,0.0282196390333435,0.0171051289894973,"Bridgend",816.48,507.34,687900000,863300000,384037167.329459,227967268.277761,44716656.4698685,19412289.691037,11766618.2318752,101666159.307128,62312573.1110431,9072115.26460692,1482128.31791068,2046450.24288773,176579426.243576,2250.68097078077,8767.97185683695,669.434651269502,1778.84613031508,1581.24631951127,471.834840465688
"369","W06000015",90500,48700,9300,3113,1698,153311,0.590303370273496,0.317654962788058,0.0606610093209228,0.0203051313995734,0.0110755262179491,"Cardiff",1113.87,692.13,1605200000,1980200000,947554969.963016,509899746.267391,97373052.1619453,32593796.9225952,17778434.685052,250846227.198309,139375996.644729,19755044.8226155,2488536.39504015,3092025.36042424,415557830.421118,2710.55456178042,10470.2206625748,799.401347587583,2124.19836802317,1911.15321419284,586.356193757251
"370","W06000016",67400,43700,5400,1642,773,118915,0.566791405625867,0.367489383172855,0.0454105873943573,0.013808182315099,0.00650044149182189,"Rhondda, Cynon, Taff",1215.47,755.26,1102500000,1.387e+09,624887524.702519,405157044.948072,50065172.6022789,15223521.0023967,7166736.74473363,165426474.414498,110745626.666106,10157222.2175504,1162315.82853299,1246438.85464407,288738077.981331,2428.10476375,9271.32825968128,707.865912626666,1880.96707732414,1720.23885112333,547.137686425861
"371","W06000024",14700,11700,1000,317,170,27887,0.527127335317531,0.419550328109872,0.0358590024025532,0.0113673037616094,0.00609603040843404,"Merthyr Tydfil",347.34,215.83,225200000,2.81e+08,118709075.913508,94482733.8903432,8075447.34105497,2559916.80711443,1372826.04797935,31425853.666583,25825910.4815864,1638346.75655323,195449.648223186,238761.906264568,59324322.4592104,2127.31102159466,8075.44734105497,616.560404489547,1638.34675655323,1510.75061710512,488.964265041431
"372","W06000018",49800,35400,3800,1331,600,90931,0.547668012009106,0.389306177211292,0.0417899286272008,0.014637472369159,0.00659840978324224,"Caerphilly",1019.38,633.41,588100000,738300000,322083557.862555,228950962.817961,24576657.0256568,8608297.50030243,3880524.79352476,85265180.2729542,62581456.1766614,4986112.17736525,657243.514148091,674900.872089826,154164893.013219,1695.40523048486,6467.54132254127,493.796779976026,1312.13478351717,1201.60845050883,383.270446967688
"373","W06000019",17800,15600,1100,341,148,34989,0.508731315556318,0.445854411386436,0.031438452084941,0.0097459201463317,0.00422990082597388,"Blaenau Gwent",421.44,261.87,207900000,260800000,105765240.504158,92693132.12724,6536054.18845923,2026176.79842236,879396.381719969,27999232.1186659,25336740.7356598,1326034.67375461,154698.598559547,152944.618708737,54969650.7453485,1571.05521007598,5941.86744405385,453.661579353511,1205.48606704964,1117.39363072247,365.569143026338
"374","W06000020",27700,17800,2400,837,303,49040,0.564845024469821,0.362969004893964,0.0489396411092985,0.0170676998368679,0.00617862969004894,"Torfaen",486.59,302.35,352800000,434300000,199277324.632953,128055464.926591,17265905.3833605,6021484.50244698,2179820.55464927,52754686.1500816,35002680.7830343,3502906.88417618,459740.341761827,379114.3908646,92099128.5499184,1878.04095738007,7194.12724306688,549.271615008157,1459.54453507341,1328.76934237191,418.496422306656
"375","W06000021",30400,21300,2600,1354,686,56340,0.539581114660987,0.378061767838126,0.0461483848065318,0.02403265885694,0.0121760738374157,"Monmouthshire",1633.91,1015.26,700200000,947300000,377814696.485623,264718849.840256,32313099.0415335,16827667.7316294,8525686.90095847,100018884.600639,72358250.4153355,6555681.53354633,1284792.4313099,1482787.4658147,181700396.446645,3225.06915950737,12428.1150159744,948.886581469649,2521.41597444089,2276.18257803772,703.653185066478
"376","W06000022",43900,28300,4400,1600,763,78963,0.555956587262389,0.358395704317212,0.0557223003178704,0.0202626546610438,0.00966275344148525,"Newport",769.14,477.92,948900000,1242100000,527547205.653281,340081683.826602,52874890.7716272,19227233.0078644,9168986.74062536,139657571.752593,92957927.4571635,10727257.8397477,1467999.24015045,1594670.17392956,246405426.463584,3120.51753939927,12017.0206299153,917.499525094031,2438.01314539721,2203.01801430523,682.504394002055
"378","S12000033",61000,24200,6300,2157,1334,94991,0.642166099946311,0.254760977355749,0.0663220726174059,0.0227074143866261,0.0140434356939078,"Aberdeen City",1071.97,666.09,7.69e+08,9.67e+08,493825730.858713,195911191.586571,51001673.8427851,17462001.6633155,10799402.0486151,130730485.730227,53550365.1082734,10347219.5892242,1333223.82699414,1878232.00429514,197839526.259014,2082.71863922913,8095.50378456906,618.091713951848,1642.41580781337,1464.62692527728,440.302831415756
"379","S12000034",77000,54700,8100,3499,1948,145247,0.530131431286016,0.37659986092656,0.0557670726417757,0.0240899984164905,0.0134116367291579,"Aberdeenshire",6278.03,3900.99,1439100000,1996300000,762912142.763706,541964859.859412,80254394.2387795,34667916.7211715,19300686.4169312,201965731.553836,148140674.793972,16282011.5031636,2646895.44166145,3356775.38163267,372392088.674265,2563.85390868152,9907.94990602216,756.471975324792,2010.12487693377,1807.38193335673,553.729031747749
"380","S12000041",33400,20900,3900,1262,589,60051,0.556193901850094,0.348037501457095,0.0649447969226158,0.0210154701836772,0.00980832958651813,"Angus",1938.86,1204.75,505300000,707800000,281044778.604853,175863349.48627,32816605.8849978,10619117.0838121,4956148.94006761,74400984.2400626,48070487.948577,6657833.00194834,810769.589349053,861973.423656559,130802048.203594,2178.18268144733,8414.5143294866,642.448169056302,1707.13666716624,1535.73451239103,471.046014281088
